node_id,lat,lon
1333699152,16.0899161,108.2424104
1333699160,16.0683379,108.2323307
1333699161,16.0736852,108.2442364
1333699165,16.0650885,108.2412762
1333699166,16.0782356,108.2428146
1333699167,16.0739256,108.2306026
1333699168,16.0628453,108.2340525
1333699171,16.076865,108.2409761
1333699173,16.0754954,108.2114255
1333699174,16.0672425,108.2412945
1333699178,16.0661877,108.2309991
1333699180,16.0774701,108.2442596
1333699192,16.0729448,108.2402646
1333699197,16.0651504,108.2331956
1333699205,16.0551467,108.2371156
1333699206,16.0826438,108.2343564
1333699207,16.0778504,108.2321377
1333730071,16.0740593,108.2410614
1333730079,16.0797779,108.2328641
1333730081,16.0745081,108.2410474
1333730085,16.0704239,108.2340184
1333730088,16.0754391,108.2401854
1333730095,16.0846861,108.2346808
1333730096,16.088203,108.2354646
1333730104,16.0690556,108.2359957
1333730110,16.0791825,108.2295559
1333730111,16.0879364,108.2357675
1333730119,16.0739205,108.2311151
1333730120,16.088433,108.2297067
1333730122,16.0592951,108.2386895
1333730130,16.0744881,108.240229
1333730133,16.0808589,108.2295667
1333730135,16.0813786,108.2324984
1333730142,16.07609,108.2370743
1333730148,16.0525623,108.2345958
1333730151,16.0580542,108.2390318
1333730152,16.0828948,108.2328493
1333730155,16.0641917,108.2336661
1333730156,16.0871662,108.2386941
1333730158,16.054798,108.2353431
1333730161,16.0592718,108.2385118
1333730162,16.0794408,108.2312104
1333730168,16.0891357,108.2390159
1333730171,16.0675908,108.2400033
1333730172,16.079196,108.2322622
1333730176,16.0581969,108.2361718
1333730177,16.0735709,108.2406553
1333730178,16.0799284,108.2295597
1333730179,16.0810729,108.232782
1333730187,16.0885366,108.2357855
1333730195,16.0864216,108.2374442
1333730197,16.0906919,108.2387033
1333730200,16.0857437,108.2356981
1333730204,16.0586048,108.2360508
1333730210,16.0898578,108.2397271
1333730215,16.0770025,108.2340667
1333730220,16.0532049,108.2328786
1333730221,16.0856157,108.2372166
1333730225,16.043265,108.2363643
1333730228,16.0857829,108.2350646
1333730233,16.0816687,108.237438
1333730234,16.0745597,108.242299
1333730236,16.0718123,108.2363353
1333730240,16.0787708,108.2308172
1333730241,16.0879419,108.2378384
1333730246,16.084607,108.2369562
1333730250,16.0856651,108.2335828
1333730253,16.0754897,108.2422669
1333730254,16.0810792,108.2299753
1333730256,16.0822649,108.2339742
1333730257,16.0861623,108.2377353
1333730258,16.0695598,108.2327074
1333730263,16.0864455,108.2288398
1333730271,16.0447208,108.239651
1333730276,16.0855438,108.2348265
1333730278,16.0810753,108.2295684
1333730279,16.0846814,108.2362888
1333730283,16.0737197,108.2322187
1333730287,16.0770928,108.2338526
1333730288,16.0535706,108.2355524
1333730289,16.0858722,108.2369257
1333730295,16.0843106,108.2372913
1333730296,16.0804263,108.2328147
1333730298,16.0850211,108.2343058
1333730307,16.0802357,108.2315453
1333730308,16.0799288,108.2292256
1333730310,16.0862195,108.2341284
1333730311,16.0814265,108.2311954
1333730313,16.0740953,108.2423135
1333730315,16.0854603,108.2354279
1333730316,16.0816571,108.2322373
1333730320,16.068756,108.2335998
1333730323,16.0835616,108.235893
1333730324,16.0733299,108.2320682
1333730328,16.0705959,108.2335798
1333730332,16.0911044,108.2368468
1333730333,16.0888688,108.2361051
1333730337,16.0768357,108.2401346
1333730347,16.0855181,108.2384481
1333730350,16.0754185,108.2397176
1333730352,16.0820112,108.2288571
1333730360,16.0633998,108.2407308
1333730363,16.083171,108.2331718
1333730364,16.0729586,108.24067
1333730368,16.0754257,108.2323914
1333730369,16.0864387,108.2296898
1333730374,16.0744965,108.2406087
1333730377,16.0917932,108.2374814
1333730381,16.0736251,108.2423236
1333730385,16.0899243,108.2356287
1333730393,16.0682424,108.237453
1333730399,16.0819453,108.2336601
1333730401,16.0808531,108.2360203
1333730403,16.0787573,108.229981
1333730405,16.0707286,108.2331932
1333730411,16.0578743,108.238394
1333730414,16.0820217,108.2370014
1333730425,16.0795316,108.2319188
1333730427,16.0832481,108.2362427
1333730432,16.0865395,108.2326466
1333730436,16.0890825,108.2344963
1333730437,16.0692199,108.2335184
1333730448,16.0885901,108.2364032
1333730452,16.0839291,108.2332224
1333730454,16.0755173,108.2429133
1333730455,16.0838552,108.2378013
1333730457,16.0856019,108.2317176
1333730461,16.0811118,108.2308197
1333730463,16.0915634,108.2414388
1333730465,16.0429725,108.2481149
1333730473,16.0534254,108.234453
1333730479,16.0817203,108.2315354
1333730481,16.0697911,108.2343071
1333730486,16.0754483,108.2405806
1333730500,16.0799265,108.2308249
1333730521,16.0570279,108.2350082
1333730522,16.0812438,108.2343013
1333730526,16.0804905,108.2364494
1333730528,16.0799244,108.2299782
1333730529,16.0729959,108.2328569
1333730536,16.0756243,108.2319079
1333730537,16.0852943,108.2345779
1333730538,16.0596863,108.2387265
1333730547,16.0819276,108.2349932
1333730554,16.0751991,108.2329147
1333730562,16.0824876,108.2314527
1333730569,16.0815727,108.2339907
1333730572,16.0592213,108.2381449
1333730573,16.0806666,108.2312318
1333730583,16.0849573,108.2365633
1333730589,16.0825073,108.2331858
1333730592,16.0690389,108.2339152
1333730596,16.0744766,108.2397818
1333730597,16.0822713,108.2346843
1333730598,16.0893484,108.2348767
1333730602,16.0545499,108.23356
1333730610,16.0889285,108.2367403
1333730611,16.0892929,108.2356354
1333730615,16.0715558,108.2407123
1333730616,16.0838924,108.2355269
1333730621,16.0599308,108.2356596
1333730628,16.0448147,108.2473101
1333730632,16.0660609,108.2342042
1333730635,16.0652937,108.2406034
1333730636,16.0861004,108.2366707
1333730642,16.0800998,108.2331535
1333730645,16.0694141,108.2330649
1333730647,16.0766319,108.2329889
1333730648,16.0859511,108.2338743
1333730651,16.0787528,108.22956
1333730655,16.0683415,108.2349609
1333730664,16.0874111,108.2384132
1333730665,16.0869566,108.2368443
1333730671,16.0876269,108.2381756
1333730676,16.0820259,108.2318864
1333730678,16.0787554,108.2288544
1333730680,16.0850552,108.2366511
1333730700,16.0739207,108.2317228
1333730705,16.0864427,108.2343457
1333730707,16.082191,108.2334513
1333730709,16.0692131,108.2325543
1333730712,16.0823826,108.2365722
1333730716,16.0891067,108.240557
1333730718,16.0597461,108.2350062
1333730724,16.0803305,108.2366384
1333730727,16.0874244,108.2347269
1333730732,16.0590328,108.2425658
1333730734,16.0849148,108.2295592
1333730738,16.0799195,108.2312225
1333730745,16.0523417,108.2330082
1333730746,16.0866443,108.2371987
1333762344,16.0652484,108.2424506
1333762346,16.091491,108.229745
1333762353,16.0506982,108.2404627
1333762367,16.066424,108.24178
1333762369,16.0935169,108.2469545
1333762372,16.0931287,108.2513554
1333762374,16.0910588,108.2358125
1333762379,16.092333,108.2321771
1333762389,16.0676982,108.2422167
1333762391,16.1010252,108.2442425
1333762393,16.0904902,108.2410719
1333762395,16.0912687,108.2304229
1333762397,16.0918021,108.2365202
1333762400,16.0525554,108.2416699
1333762403,16.1050622,108.2551741
1333762404,16.0933926,108.2332032
1333762405,16.0591029,108.2433944
1333762413,16.0478116,108.2417731
1333762415,16.085613,108.2458508
1333762419,16.091881,108.2348882
1333762422,16.1072368,108.2578443
1333762428,16.0482815,108.2416445
1333762432,16.0852191,108.2435808
1333762434,16.0538667,108.2412616
1333762440,16.0939297,108.2426313
1333762442,16.0545176,108.2401845
1333762458,16.0613897,108.2428471
1333762465,16.0605391,108.2374981
1333762467,16.0769311,108.2434929
1333762469,16.0943922,108.2473279
1333762477,16.0929062,108.2484832
1333762479,16.0498559,108.2397841
1333762486,16.0472684,108.2437688
1333762487,16.0941768,108.2323346
1333762506,16.0923263,108.2352809
1333762510,16.0919536,108.2400158
1333762514,16.0526616,108.2397853
1333762524,16.0661077,108.2412987
1333762525,16.094586,108.2343636
1333762528,16.0480508,108.2343244
1333762544,16.0512871,108.2425678
1333762546,16.103679,108.2617531
1333762548,16.0517453,108.2414829
1333762550,16.0693566,108.2412391
1333762557,16.0926312,108.2340472
1333762559,16.0883787,108.2398629
1333762560,16.0957627,108.2330714
1333762562,16.105747,108.2601459
1333762564,16.0890707,108.2475444
1333762565,16.0531321,108.2414869
1333762566,16.0656145,108.2412898
1333762569,16.0937929,108.2343194
1333762571,16.0526968,108.2421516
1333762574,16.068264,108.2412632
1333762575,16.1045885,108.2590429
1333762576,16.1051999,108.2524321
1333762577,16.0480587,108.2426037
1333762579,16.0662204,108.2426588
1333762580,16.094684,108.2492361
1333762581,16.1034432,108.2576655
1333762588,16.0452389,108.2415618
1333762590,16.0882249,108.2388046
1333762592,16.0909057,108.2476027
1333762593,16.0857054,108.2447083
1333762594,16.068728,108.2397781
1333762598,16.1041351,108.2628709
1333762600,16.0479763,108.2423275
1333762601,16.0866331,108.2455484
1333762603,16.1037199,108.2630555
1333762605,16.0521421,108.2373481
1333762606,16.0487351,108.2432906
1333762612,16.0616048,108.2374883
1333762613,16.1003783,108.2539509
1333762614,16.0938103,108.2313063
1333762615,16.0893964,108.2444366
1333762617,16.1023894,108.2599764
1333762622,16.1051446,108.2587811
1333762624,16.0885038,108.2449803
1333762625,16.0888697,108.2411246
1333762626,16.0942174,108.249047
1333762627,16.0514668,108.240663
1333762629,16.0676848,108.241794
1333762632,16.0918036,108.2358678
1333762634,16.0916559,108.2291977
1333762638,16.064936,108.2417806
1333762639,16.1040714,108.2615783
1333762641,16.0863465,108.242592
1333762645,16.0930664,108.2344615
1333762646,16.0536045,108.2393622
1333762647,16.0928495,108.238415
1333762653,16.0930588,108.2335777
1333762660,16.1044844,108.2572047
1333762662,16.0700704,108.2411921
1333762664,16.0493419,108.2379733
1333762667,16.0871428,108.2441549
1333762669,16.1045522,108.2627033
1333762673,16.0532787,108.2419778
1333762675,16.0495299,108.2398961
1333762678,16.0930639,108.2351358
1333762685,16.0470367,108.2429287
1333762688,16.0868638,108.2464946
1333762689,16.0866026,108.2459217
1333762690,16.0582485,108.2396626
1333762691,16.0879599,108.23854
1333762694,16.0941511,108.2339251
1333762695,16.0517896,108.2388884
1333762702,16.0478875,108.2420417
1333762703,16.0877874,108.2392852
1333762704,16.0917339,108.2308695
1333762706,16.0876626,108.2472
1333762710,16.09449,108.2335402
1333762712,16.0838492,108.2442412
1333762717,16.0856452,108.2454404
1333762719,16.0916927,108.2315575
1333762720,16.0865245,108.2394099
1333762723,16.0937639,108.2430182
1333762726,16.106751,108.2526839
1333762727,16.0494,108.2381426
1333762728,16.0657152,108.2426052
1333762729,16.0910705,108.2309875
1333762730,16.0851388,108.2462841
1333762732,16.0466669,108.2415885
1333762734,16.1044609,108.2601479
1333762735,16.1056152,108.2515808
1333762736,16.0516538,108.2411249
1333762738,16.0667573,108.242661
1333762739,16.0622069,108.2331788
1333762740,16.0546398,108.2406207
1333762741,16.0884951,108.2390811
1333762742,16.0597301,108.2380867
1333762745,16.0476778,108.241306
1333762747,16.1015582,108.2473668
1333762748,16.0879281,108.2449288
1333762750,16.0856732,108.2451283
1333762751,16.0560245,108.2368319
1333762753,16.0612807,108.2424342
1333762756,16.0872435,108.2465842
1333762757,16.1053788,108.2622573
1333762759,16.0907343,108.2354881
1333762761,16.0486807,108.2356684
1333762775,16.0500983,108.2405948
1333762778,16.0850741,108.2468157
1333762780,16.0920355,108.2311726
1333762784,16.0948495,108.2475052
1333762787,16.052939,108.2406704
1333762799,16.0609015,108.2374273
1333762805,16.0612337,108.2384878
1333762810,16.0683235,108.2426283
1333762812,16.1063471,108.2533511
1333762824,16.0530506,108.2411087
1333762827,16.0877036,108.2406103
1333762829,16.0481519,108.2411749
1333762832,16.0496147,108.2402526
1333762833,16.0546805,108.2407603
1333762834,16.0597674,108.2384276
1333762835,16.086747,108.24701
1333762841,16.1049134,108.261181
1333762842,16.1017238,108.2477029
1333762843,16.0518427,108.2418895
1333762846,16.0513621,108.24025
1333762847,16.0985707,108.2409232
1333762848,16.0859294,108.240635
1333762850,16.0788737,108.2442935
1333762855,16.092007,108.241774
1333762858,16.0647746,108.242312
1333762860,16.0880659,108.2402002
1333762861,16.1059843,108.2635282
1333762862,16.0862293,108.2430584
1333762864,16.052458,108.2412723
1333762867,16.054749,108.2409886
1333762869,16.0497515,108.2406631
1333762870,16.0867621,108.244001
1333762872,16.0927081,108.2325312
1333762873,16.1067737,108.2580369
1333762876,16.0892943,108.2470063
1333762877,16.0453702,108.2419958
1333762878,16.103905,108.2574584
1333762879,16.1054265,108.252058
1333762881,16.092703,108.2489676
1333762884,16.0523612,108.2372757
1333762886,16.0672585,108.242665
1333762887,16.1040238,108.2603654
1333762888,16.1004273,108.2513776
1333762889,16.0921517,108.2303906
1333762890,16.10195,108.2474055
1333762891,16.0870822,108.2448297
1333762898,16.0760664,108.2443031
1333762899,16.1025041,108.2502867
1333762902,16.0930752,108.2328917
1333762904,16.0855797,108.2463631
1333762906,16.0916157,108.2337529
1333762908,16.0603,108.2431696
1333762909,16.083133,108.2462353
1333762911,16.088285,108.2381785
1333762912,16.0934772,108.2316836
1333762923,16.1046004,108.2519381
1333762927,16.0660142,108.2416137
1333762932,16.1063537,108.2615621
1333762934,16.0888201,108.2441911
1333762936,16.1051884,108.2603952
1333762939,16.0910497,108.2416142
1333762943,16.1048418,108.2553837
1333762945,16.1044651,108.2613983
1333762946,16.0915618,108.234577
1333762947,16.0527901,108.2402312
1333762948,16.0862417,108.2447569
1333762952,16.09524,108.2394904
1333762953,16.085334,108.2426536
1333762955,16.0540077,108.2417449
1333762958,16.0901971,108.2417282
1333762959,16.1052815,108.2547218
1333762961,16.0887666,108.246329
1333762962,16.0523586,108.2408992
1333762963,16.0861533,108.2430207
1333762971,16.0820726,108.2441748
1333762975,16.1040819,108.2592642
1333762977,16.0883491,108.246226
1333762980,16.086695,108.2447962
1333762981,16.1078831,108.2606463
1333762982,16.0562065,108.237518
1333762983,16.0892938,108.2464255
1333762985,16.1042799,108.2597428
1333762988,16.1068318,108.2596572
1333762989,16.1017963,108.2473122
1333762990,16.0877369,108.2466806
1333762991,16.0560678,108.2403245
1333762994,16.104951,108.2550515
1333763001,16.0755629,108.2441764
1333763002,16.0936188,108.2433787
